sequence,label
dcfccfefcAdeddfeecdefcfeAdcefccfecfddcfefffdfeddce,AA
fcecdfBcdccdfcedcccecBeccfeeedcedfedccedcccfcffedc,BB
cddcffdcfdAeefecfdffccecAefcedefeddecfccedfefedccc,AA
ecedeccAcefeeeeddfdddffecBdddccffdcefdcfcfdefeedee,AB
eeecddBfcdcdcceceedfcAcceeecfdcccecdeedfeeefffecec,BA
fdddceAffedceeccdddfAcdeccecceccffedffdefffccdeffc,AA
dededdceBdeddccdededdefcfAdfececccdecdcfecdcdcfdcf,BA
fecffcdeecBdfcdfdfddedBdfcefddcdfdccedcdcdcffcdfed,BB
efeecfBcecccddcefccdeecdfBfedfefefecdfefcdcfdeefcc,BB
cdffdeBfdfeeeecdeddcfeedfBdfcffdeefffedddcfefefccc,BB
fcdffddecdAecfcfceefAcceecfcddfeccccccfedededccecf,AA
dffeedeBccccdfeeeffdAcccedccfddddcffeffdfeccdefcde,BA
ddcfdAdfccfdedddcfcceAfefcdececdeceddeccfedcecdfee,AA
ffdfeAedfddfffdedfffBcfdceefeffeefeddedcecedecfdec,AB
dccffceBedeefdccceedccdAefddfddcfedefcfcffcedfdeef,BA
fdfddddccAfccefffdffeBfecccefeeedefdfeecdcdfcfddec,AB
dfeceAcedcdfeedfecccfeccdAdcdffdffcfcdfcdffddceedf,AA
fcfedecdfBfdffeffedffecfeBdfeceeeeccdedcfddeddfccd,BB
ccffcefdcAdececdffcdAefdfedffdddfcededecfddcefdcfd,AA
ddfeedfeBcdfcdccdcefBcfeffecfeedffdddfcececececded,BB
edffeededAdfcccffecdcccAffeccedfedecceccfdfeeefcde,AA
eeefeAdfddffddcdfdcefBccffdccdccccceedfefffdcfeffd,AB
effeeccffAcfddecccecceAffcfddddddcfddeefccfdcdccfc,AA
ccccffceBcedcddfddeedAeecddddeeeecfcddcddefcffddef,BA
fedeffecBcecfedfdccefAdecdfefdfcefdfdecdcedcfdfede,BA
deeffcddfBfcceeedfddfcBfdfffedddfffcdecfffefccdeee,BB
dfedfAffdcfceddcfceceedeeBedefcfeecfdeeceeffeffede,AB
eeeddBddcddcddfdcddeccfcBdcfdcfeddcffffcfcfeeecdff,BB
ccdedBceeccfeddccdeefdfddBcecfcddcddfdfcddeefdcedd,BB
cfedeeddefAfdcecdddfedceAcddcddeccdeddcefdcdcdeccd,AA
fdecedfeeBecececcddceAdefdddfffddfccdcfccedfefdfff,BA
ffecfedfceAeecfccffcfddBfefcffceddffedfecfcddfdfce,AB
ffcdfedAefdcffededccfcecBfedefeccdcecfedceccdecdef,AB
cdfecBcdfccedfedfddeAdfcccfdfddceffeefcefedcddfefe,BA
eecccedAdddccefccddcfddAddddedecedcefddddedfdcefdd,AA
deecffcfBcffddfcecceefcedBecfecddedddcccfeffedccde,BB
cccefccfAedfdffdddfeefBdeffdcdcceeefdfcfdfdefcdccc,AB
dccfdfccddAeeececdcfAcceedecefdffededcfcedfdddfcee,AA
dddccdecAddfcccccffddefcfBdfdececdeffcddcedddddecd,AB
cfcfdefdeBdedfcfeefcdBedececceccecffddcfcccdccfdec,BB
efeddBecefedfcdedcfdcdAfefedefffedccecdcefeefddcec,BA
dfddecBfccfdffdddceecfdBcfeefdeeeeecefcecdfddfefde,BB
dcdffcBdccfdfcededeccBccfffffdcfeffcddffddededfcff,BB
dfedcceAedefdecdcdededAefddffdedcffedecfcccdcfdcee,AA
dddcccfedfBfefffdfdfdcceAcdcffefdfcecdedffccfcdede,BA
dddcccBfcdccdcccceefcBfeddeddefdeecfdfcddddeedecdc,BB
fdefecfeBecfefefcdefAdeeeeeefdffcdffdeedcdcefecfdd,BA
fdcfcfdeeBcefedcedeefcAceefedeccdedfefcecefedefcdc,BA
fecdddAedcdffeddedddcfedcAccddfcdeddeecdfcfeeedecc,AA
cfeecedeAcdccfddfeddcddcfAecdceeddcdfdcdcefcddcfcf,AA
cfdfdBecfecefccedffcBffccddfdeddcffcedcdfedefdeece,BB
ceffdcccdBfeccecefdecBcecddcfecfefefdccffedfccceee,BB
fefdedAeedceddcdceededBfddecdfedfdefcedccfcdcdcdfd,AB
dfccfeceeeAdfccddcfcecffeAccffeeffcceffecedfdcddcc,AA
cefffAceecfedcccffdddAfdffccdfffeffeecfcceddfeeced,AA
fededfdBdfedefcefefeBcffdfcdfdecffdedcceedfffeefcc,BB
defcfBcceddeccecefceceAcccfdcdfecfcdeedeefdecfffdc,BA
defeeeefcdBdedcdedcfcceAdcedecfcfdffdcdcfceffeffee,BA
edfdcececAecdfeceecfccedfAeccfdceddefedffccdffddcd,AA
eefcecAfeceeedceecfcfAffddddfcccddcfdcccddfcfeddef,AA
edddefdBdfcdfcefedceBdeddeceffefdcfceeccfffeddcecf,BB
edfccddcdAceddfedeffceedfAefcfcfcefcfceccefdcedfed,AA
ddeddeAdfcecfdfedeedcdBceecdcdefeededcdeeddddfcdec,AB
dcfcfddAecfcedecfffededAdcdfecccefffddceeecdfdfeff,AA
fdedceBedcefdfedeffefcfedBffedfdcefefeddfcfcfdcfdc,BB
dfdecedefAfefddefceeddAcfdcdddcfccedffcffdcddfecec,AA
cfeccceBcfeeceddfdfcAeffecddfcecfefedfeecccedddddf,BA
cdcdfdefBddcdfffdcfdccBfcfffffeeefcffdcdeeccdcddec,BB
deceeeedcAedccfdcecdeddfAcdefefefffcddeedfddfddcde,AA
fdcdddAfddfdedccdefeedcfBeffeeedeccdddccdfcedccede,AB
ceffdBcecdddfdeddfeedddAfeeecdffcecfecfdcdeeecffdd,BA
dfefecedfAfeedececddBfcddeccedceccdcfeefcdeefedede,AB
decfcdedBeceedfdccdfAcefceecfdeedccfcccecfcfededcf,BA
dffddcddAcdedcddfccccBefecfeffefeccdfcefeecdcdefdc,AB
eedfefeeecAdcfdedefdBcedeefedceffedfefcdfededcecee,AB
dddfefeBdeeeffcffccfefecdAeffdeddeecddfceccccccdfc,BA
cdccdefdBdeddfeefccffcAeccecdececeffdfefcfddecfffe,BA
cffdccceBefddffccdcfefefBceffdfdcfefdcfddeefccecee,BB
ccddfAdfcdffdfccfefccecdeBecdecfffeeddcfdfdfdeeefc,AB
ecdeddfdAdffeccccecceecBcfcfffdcccdcfcfcddcdecedee,AB
edeffBeefeffccdfccfddddeBcedccccdceecfcfdeefdddcfe,BB
ddecfeeedeAffeeeffccfcdcBdeedfcccdcffdcddfcdececce,AB
deefcffdecBcccdccfcedfefAfdeccceffdfcefddffcddfedd,BA
eeffcdfcccAcddeecdfeBfffddecccddfddddfffcdceefcdce,AB
edcccecdAecdeffcddfcedBdfedcecfdefdcfdeeefcfdfeedd,AB
fceeefdAcdccfcecffcdeAeddccdfeffffedfdeddefcfffccf,AA
ddeecBfcdeccffdeefdffcdeBceeefcecdccdcffddcfddfede,BB
ecededfcfAfeedcccecdeefBcfcccddfedfedceeffeceefecf,AB
cdefefffBccdfeceffdefBccdefcceecccceccfcdddceedeef,BB
dceffBccdddcfcedeefceeffdAdfdeffcddedeeecdffedefce,BA
ddcccfBeecfedccfefffdAedfeedefeedcddffeedfdfeeccfe,BA
fecdefeefAffdfecfecfAdeecefdcedfedcdceedeefedfedff,AA
dcfefBdedecccffefcffdeedAdfccecfefccecedcdceceffdd,BA
fcffcfdcAceddcdfeeffcdBcdcdecddcfccddddeccfecfeccd,AB
ecfceffdBfddcdcfdcdeeedceAffcfdffecedfecddddcdccce,BA
dccdfAffcfcecdefccfdAffccefddcfdedfeccfcfdececcfdc,AA
cfccdefcceBffdfddddcedfAfdedfddffefccfcfeccdfedfdf,BA
ceffdedBcddeecedcedeecefeBfcfceceffccedceecdccfccf,BB
ffeeccAceeeecdfddefffddBceeffefcfcdcdeccfcfcecffed,AB
ceccfeAfcdedecfdefccecceAfffcfedccdcdefdeffdedcdcd,AA
ffecfBcddddeecfeddddfBceecdfccfecffddffdecceedcfdc,BB
cedfcdAdcfceceffddffddBedefcecdfcefeffeeefdecccefe,AB
ccffecedecBfdefeeecdccfffAdedcefedfdfeecdceefdfeef,BA
fcdecAfdecdcfdcdfddefAedfedffeeeeccdecccfddeccdfdc,AA
fffceBddcfcfcdccdfceeAfdedcededcffeecefdeefeeeeced,BA
ecfdcdedBdcddfcfefdfeeedcBfecfeecdffeccffeecdcffee,BB
fccffedAcfceedcccfcdedfdAddfcfeedcdcdfdeedcdceffcd,AA
cedddffcfcAdeedcfcecdfcddAcfcececddcdecdedfcecedff,AA
fecedfcceAedffffedeffBdddddfeefddfedddcdeeddefeecf,AB
ddeddcefBefcdecdedffBcffcedefddfeedcddfcfdecdceedc,BB
eefeceeeeBddfeedcedfccfdBeefedefceddcddfedcffceeff,BB
ecedcccecfBfeeeffdecffdfBcfeeedfccdffddfccefffcffd,BB
ccdcddddccBfddefcfdceeeeBfdeffcdfdefefefddfeefeffe,BB
efdcdBceefdcdfddfedeAdfffddfefcfecdcefedfccfecfcce,BA
fdeedBffdffcfcfedceeAeccfccdcfedcfcffddfcdcedffcdf,BA
ecceefBcdddeeecceedeBdfcedfdecfffeedececdccdddfcff,BB
ceccedeBcedffedfeeccdceBcdcdccddecedeeddeeffdedfdf,BB
eceddAffffffddddeecfcBfcfffcccccdecfeedcccefcdcecd,AB
fcddcfBcdcffcddcfddfcefffBeefdfeffcceedceddcffdece,BB
dfddecBcedfcfcffeeccddccfBfeededdfddeedeeddecffffc,BB
fdeeedBdedffcdfdeecefdcdBcefeeeeecedffccfeccfdceed,BB
cdcffeBeddefeefcfefceBeeecefecefcceecdcdeddcdddeee,BB
cddcccBedddcdedffcfeAcfddceceeeffccdceddeddecfeccd,BA
edccfccceAffdccdcffeAfffcffdfedcfcceccefefcffcddcd,AA
efccdfecdBdeefdecfccfcddfBcedcfdcdfeddfcfcddffdecf,BB
ecfcedffcAfeececcccecfdedAefcdeffcdddedcfedeefddcf,AA
fdfffecdAfcccfcfddfecAcedcdccdeeffeeedfeefffdecfec,AA
ecffecfAcfcccecdfcfdBeeddddefeccedcdeccfdddcddeded,AB
fdecdfffBfcedfededecAecceeccdfdcefefcedffefcceefed,BA
fcccedAfdfecfeffefeefAfceddddfedeeefeccfcccfdffddf,AA
ccdedBcdddcfdeedeeceeAcdfdfddeeededfdedefdcceeddef,BA
ceeecdfBcedcceffffefddcfBfcdeccddcefffecdddddfdcdc,BB
ecffedfecAecfdeceefccccBcedcefeefdcfccedfffdfeecff,AB
ceddecdAfcedeeedcfdcffefeAdfeedfdefeeffcfececcfccc,AA
efeddAefefdcfcffdeccdddeBeddedfdcdfffeecdedeffedcf,AB
eeeffeefAffccccddfddAddedccfcfcecfeedfcfffeededddf,AA
ffeefBeecedddededdfdfcceBefeeeddfdddddfcccdfeefefd,BB
dcdffecddAefdefddfefdceAecfeddfcfcfcddddfefedeecef,AA
cdfddAfcfcfdedfeccddedfAdeececefecfeeecfddcfcfddfc,AA
dfecfccedBffdedcefffcdceAcddddddccfcfeefededdcfcdf,BA
dddddfedAdedcddfffeccfcfcBdcfeefffedeefeffdeecfeee,AB
cecfcdfBeeddccedeffcBdeccfcfeeecdddecefcdcceffefee,BB
eecfefefeAeeffcefdedBefefdefedffcddfccfedcceccddef,AB
feccecdAeecddcccfcfedcfffBdddeedffccfeeceddcddeecd,AB
ffefdeecfAdcdffeedecdffBcfdceddfedcfdddecedefcedcf,AB
cdcedcceeBccfffedefcefdAccdffefececccecdffdedcdfff,BA
cccccdeAffddfccdcddcefeeAcecefefdecffffeffdedcdecc,AA
fececffBeddfccfedecefcAfdfcfddfecffffcfedcffdcccdc,BA
eeccdBddecfcffcdceecefedeAecdececdedddfcddcdffdfce,BA
cdedcBeeffefdedfecfceefcAcdcdcffccecdffceeeeffecde,BA
ffdfceedAeeeccffcfccAddecdccfdcffcfddccddedcfedced,AA
cdceeBfefcffdcdeecccddBcefceefddcfeffecdfdeedeeddc,BB
dccdcdeefBddeddcfefcffedBfeeffddddfffdccddfdfdcfff,BB
cdfcfAcdffecddedefeccecBfcefedcefecefcccccdcfefded,AB
fdfeccdBccfcdffffeedecBcccecdddffefcfccdfeecdcceee,BB
eddcfeeefBdeeedfedcfeedcdBeededfcccdefdfdececdfccd,BB
decdcdBccdfefeccdefecdAfdfdddddcdfdcdefdfefcdcdfdf,BA
decceBeefdccceccedfcccAdcefcedefcdcefffceecfcddecd,BA
ecdeeeccfeAcddfecedcBedccdcedfeedfecccccceeecddfde,AB
efdddfffAefecddfcddcAddfccfdeddfcddccfcffcfccdddec,AA
ceceefcecBfdefceeeddcefeAedddcddeccfdcffeddffedcef,BA
cffdfededfAfefdceffcefcecBefcccceefcefecfcfdecccff,AB
dfcdfBeddcfecdcddfccddBeddcdeddcfdfcedcffdeccdfdfd,BB
edcfeAccffcecefcecefBeddcfefcccfcffccedfcffeecefed,AB
ceffeBddfdfdffcefceecdfedBcfcecddcdfceeceeedfceefc,BB
ceefeeeffAeedccceccfcfdAeeeedeeefcccfccddeecffdecd,AA
dddedBecdedfefdffcccecdcBeedcdedddffcfedeedeefcfcf,BB
ecdfcBddfedecfccedefeddcfAefcecefcceecededdffcfddf,BA
eeeefccBeddfeedfdfddcffBfefdfffccdedecdcdceecdddcf,BB
edefdBfefcdfdcdeecfceeBcddeeefcdcdccdffcdeccecfedd,BB
eedecfedfcBdcfcefdcddefBddcedcceeccdceddededcdfded,BB
feeefefAcfdfcfccefdeeeedAdfecdeffcfeddecfffcdfcddd,AA
ddcdfAfecefdefeedfdcececeBdecedddefcfeccffedfedfff,AB
dceeedeeAdcdddceddfceeBeffffddecfecedccedffecdeddf,AB
cfccfeddAefdcddcedcdBfcffedcecdeffeffcecefcfcccfcf,AB
edcedeeddAcfdffdfeefdefdcBfceffcdeeeffefcfedffdefe,AB
ccfdddddeeBddfdecccfAcfeddeccfddccdeeededceffeceef,BA
ededfffBefcffcddfccededBccedfefeedfcfdefeefdcdfedd,BB
dceefAddfcdedecdddccfeccBfcccedcecccccdddfefdddcff,AB
edcfedeAcceccfdccfffcdcAfcccdddcdffedfccecccfdfecc,AA
fcfddfBcdeefcfdccedecdeBcfefeedcefdeedcdfffdecfdfd,BB
eeeecddffeBfddfdecceffdecAeffdcefddcfdfcedfcddfefe,BA
ccccfcecBdddfdddfccefcfdfAcfeceeeefcceecceddedecff,BA
ecdeeddcefAefcdeeddccffdfAfcefceeccecedddcdefccece,AA
fddcfcedeAefdcefcdfdceedBcffdecccfddedfcefeddcdcfe,AB
fddfefdBdffecdceddeeffeAeedffcdecccefcecddddccfedc,BA
eeecdceAdcffccddfcfeefcAeedcdcdcdcfdcefceffdffcfcc,AA
efeccceecAececdfcceddeAcefcdfeeddccceddfddcccefefd,AA
eccdcAfecfddeefedcfefBcfeccecfdccedcfedcdcdcedccfe,AB
fddeefdAedfdfdeffdeeAedefddfdeeddeffcddfeeeecffecf,AA
ededdAcfeedddfeedddddcedcBcfecefdddceedeecdedfeefc,AB
ffcceeefdfBeeccdfdfccAfdfcdfedecfceecfdfcfcdeedede,BA
ddffdeeeAedfeefcedcdAfdcddeceedcdefdcdcedfdccdcdcd,AA
fecdefcdAcdffcefcfedfdcecBdfceefcfffcffffecdfcdedf,AB
feecfcceefAcececddfeBfffdedfdfdfdffdfffffcfeceffcf,AB
ffefffdcfcAffeedccdccefAffcfedcdcedcccdcecfefdfffe,AA
fddfefeeAfefffefcffecAccfdfdefcdeedffffcecedecfccd,AA
ffdefeceAdcedcefccfcAdceeefecdedddeceecdfffeeedecf,AA
dddcdddfdAcdfdddfcceAfdecdccecdfcdfdeffddccfedcdee,AA
dcfddBffeedffdfdceeeecfecBefccfcedfdddecfecdddeefe,BB
cfccfceecAdcdccefedfeAecefceecedcedecefeeddfceffed,AA
eeceefAedeeffffdfdccedeAddccfdcecfefdfefdcdcddefde,AA
edfddBefecdccdcfdceedAffefdeccddddedfdcfccfcddddec,BA
cccfccdBfddfcdfeeedcAeeefeefffecdeedfcffeffeceedfd,BA
ceeffAddddcdfcceddcddcAdfddffedeeddcfffcccfeddddfd,AA
fdccffAddffcffecfdecffAeecfdcddedffffceeecedfddece,AA
deefccAdecceeeeceffeAedeedddeccefcefdccfccfdedcfcd,AA
ecdfeAeceedecffddfcdcceffAecdfdffdcfccccfefffcdffc,AA
efeedfecefAededdeddfcdcBeffeecfeedcdefdfddcccddffd,AB
deeedBeeefeffeddecccceAefccfdefeefeceefeedefcfceef,BA
fdcfecBccccecddeeecccfcfcAecfdffeccedcdddccfefdced,BA
dededcfeeBcfedeecefeeAfffdeccceeefefdfccdcdeceecce,BA
fdccccBfdeeeecdeffffeBfcfedcdeceefdeefcceceecfeccc,BB
ecfeddfAccfffccdcfdfceeceBdcffcdffedeccceeffceeddf,AB
ffcffcdfBdffdefeffffeecAffecdedcdecefedfdeeeffffec,BA
cdcccdfeceBddcfedcedcdfBeffeeeeedeececceefeccdccfc,BB
edefddddAdfddeefefeeeefAfefeecffdcdeeffcdcdfffdefe,AA
deccfBfeffcccfcdddccccAcceffcfdfdfefcdffeedcefdfec,BA
cffdecffAedfdffcdfedcceAffdeecfddfeeecceeecffdfffe,AA
fecccdefeBdfdcdddceeffcBfcedfecfefedddcedcddfdeced,BB
eddccfAcefefcfdedfeeeedBfcfcedffdfcfdffecdeddcdecd,AB
ecdddcAcefeccecdceddedcdBcdfceccefdefcfcdeefcfeede,AB
efcddecdfdAcccdceecccfcfcBdcfcfecedcdeddffddfefecc,AB
cfdfcecfffAdffcdefdeBffecfedfdcedfcedfeefedeedfccd,AB
ceddcdcAdfceccdfeddcAcfdccdeececfcdcdcfefdffdcfdfc,AA
cdcceeBcfeddcececdddddddAcfddcecccdefdccddffffcfcd,BA
fcefefcceAfffdeceedffAfcdcffdccecedddfdceeededcffc,AA
eeddcBefcffcecceddffdefeBcefcfcdcecdfceddddcdffdfd,BB
eefddfdcddAdccecfceccffeAffddccecfcecfdfddcefdefff,AA
efdedcfBfddedfdfdfdddddAcfdfdcfccddcfffffecdedddfe,BA
cddfcfceddBceecdddcecfeAccdefefeeccffcfdcecccdefcd,BA
fcfcfAcdeccdcfdecfccfcdceBfdfddcddcddedcecefffdfcf,AB
cedfcfcfAffedecedcfdffecfBdfffceefceefffeccccfcdec,AB
efefdddeAdcdeffdeedfeBefdffcfdecdfefeefccccccfeffd,AB
deffdecefAccdcfddfddBeddfedfcceeeefeceeccfeeeeecdc,AB
ddeedAdcdefcefeeffefdceAcccedfdccdedcecedfddedffee,AA
dffcffeBfccdcdfffefdcfAfddfcecffdfcecdecdcdeddfcdc,BA
feecccBccecddffceffefdBfffedfcfccfdcdffeedfecdcfcd,BB
dcfcfddeceBccfcccefedeAdeeffdddfddccdeecceeecffddd,BA
ffdceAdedffecedefcffeAffdedcddeedeefdecdffdccdddcd,AA
cdfdfAfedfcedefffdceffecfAcdfcccceeccecfecfdcdeeef,AA
defffdeeBcfcdddcdcdfdAfceccfdcceffdcdccfddddfccdcc,BA
ecfdfffdfBcecccfdddfecdfBfefcddeedcfdcdecefdeedecc,BB
fffedcAccfcfefefcdfdeeAfededffcdfefcdcdeddfedcfffe,AA
cceeffcfdBffcdffceecdefcfBfeceffffeededecddfccecfc,BB
eedcdecdAfffeffdefccfcfccBccddfdfcfdcffddefcecfcfc,AB
ccdcdcAeefdcdecfdeccfAfdfeecfffffddfdefdedcfdcfefc,AA
ceeecccddBfffddcdffdecdAfeeddcedeeecefecddccccfded,BA
ecccdfcBeefffeddddeceAfdeefedcecdfecccfeeedeeeecee,BA
efdeeedeeeAfdecdfcccfdcAecfeddecffdeecedccddfcdcdc,AA
cffdfcAcefdfeecdcfcdcdecfAcfeeedcfdccdffecffedddcd,AA
cdefdfddcAdefffedcefAdeececeecdcfeeecceeffefeddcdc,AA
fdffcecceAccecdedeeeccfeAcfceedcddcedfcccccecfedcc,AA
decdcecdBcfefcecefedfffffBccccddcdccedfececeeffcdf,BB
fcdddcAcdfddffedddfefcfeAfcdfecfcddfefcedddddfcdce,AA
ccffcddAcccfeedfefecfdBecfecccefdeedcedeecfcfecdee,AB
cedffdeBefcddefcdcdecdfcAfceecffcfeecddddecfcedfcd,BA
fdedfceBecfeefefddcecdfdeAedcdffdffefcfeededffdffc,BA
deeeeecBcefefecdfcfdfBeccedecefdeecffcffedddfceeff,BB
ffceffefdeAceddeddcdefeeeAedfdcecddfcfcdcffecddfee,AA
fdefcdceBdffffcfeececcAccfcfdedffdcfdddfffcefecddc,BA
fdcdcedAdfdfcecefdddfdefcAfffddeeceffefdeeecfecefe,AA
deddeceffBcedcfffcddcffddBfceddcecdefeffcffccedffe,BB
fceedefddBcdcffdddddfAccfeeccddecfcedfddfdcccecfce,BA
ffdddccAfddccddedcdfdcAfeccefeffdefcdcfcefffcddcee,AA
fcfdcefdeAcdefedecefeBcccfceefdfddceffddcccfdcccfc,AB
effdfdfeAdccecdddfcefdBddcdfeccdfeecfddeeccfdcfdfe,AB
ddcfcdeedBfeedffdcceefdfBcfedcfecccfcedeeddfefcfde,BB
eeeeeeffBceecfdfefccAcdcdcdddecedfefeccedddeecfefc,BA
ffedeeccAffccdcdcdcceccdfAcfcedeecfcdeccedcfdcffee,AA
fddcdfccAeeecefdffeecedefBecdcdcfffddefeccdcdcedcc,AB
ceeffdBfdfcefeecefdedddAefdddccfceedcecceecdcdccfd,BA
ecddccdBcdeddeedfdcdcdffeAcccccefdfeccffdcefeecdfc,BA
cddffBeedeeefeededdfcedffBecdcdecdffecdeefeecfdefe,BB
ceffffdcfeAefefffcefedBcddeddecedcedeccdcceccedeff,AB
ddeedfcceBdffcddedefddBeececffcfecedffccedddfdcdef,BB
fdcfefcBecfccecdddefdecAdfeeceedcddffdecffecddecec,BA
ddfeecAfddccdddcfefdBfecedffdefeeeffddcecdeedfcdfd,AB
feeedAefeecdefcfccedfdBcedcffcdfcdccddcdeffeeccfde,AB
feecedfeffAeefeccddfdcedAffedfdfcdffffefddfceddedf,AA
fccfcAdcfdcefeeededdBdfcddcffefededfdcdfdddecfcfdc,AB
cfefcdfecBcdefffcdeffffAfcfdcdffcedcccfeeccdecdecc,BA
fdcecfBddececdecdcdfefdAcdeecefeefddefccfefdddcecd,BA
deeddddeeBccfeddfeffdAcdcffcedecefdfefdfcedfcfddcc,BA
fffdeceBdcfcecccdecefcfddBcffdececdddeefeffdeffcee,BB
edcdcdddBfcdcfedccdededcfAcdeceddccdfdfceccdcceded,BA
ceeccAcfffeddefcefdffffAfdfdeedccfcddececdfeedccef,AA
ccdecdcAcfddddffdfcfBdffcfeeccefeecdceeefdefdddfdd,AB
cfeecdBedecfcefedeccBcccdffceedfdfeeddffedfcededcf,BB
dcccfccdefAecdffdeffcAcdfffcceecdffcccfedccffdcdff,AA
ecfefAedfcdffefedfeffBcdfdecffffdefcdcfccfdcccefce,AB
fefdddceddBffdeeeedffAedfcffedfdccdddfdeefeeedccef,BA
cecffffBcecccecfeddfdeAfededecccceefcfefdcfdeeefdf,BA
ffddcffeeAdffdedfffddfcedAedcfccccfedeeefffdedfecf,AA
cfcccceBeccddffedfecdefcfBeeedfeffddecdeecedcddcde,BB
fecddAecefedcccdedcfAdffeddfeedeefcffecdedfcfffece,AA
ecfededdfBdeedefcdcedBddffdeddcfdfdcccdcdcfdceddff,BB
ceffcAdeeeedcfccfddfeBdfdcecdedfcdfcdfddccffceeced,AB
eddffcdedBccfdececdddBfceccddcffcfccdceddfcefdedde,BB
fdcfcfccdeBeffcfeeffeceBcefecdecceeddfcffecdedfdef,BB
ecdffdfcdBdfcdffcefeBececdefecfedeeefeceffdeddfddf,BB
fefcfcdddfBceecddfffBfecfeedcceedccfeddcdefeeddddf,BB
fcdeeefdcAfeefddfeffAeeeffefdfffefddecfefefceeecfc,AA
efcecfdcdfBecdffddddcBffdcdfeeedcfeecfeecdddcdcfde,BB
ddefffedddBccdccdcceAcfefecdfecfccddffcfeeecdffcde,BA
ceceefeBefeeedcfdfeeeAcecfccddfecdcfcfdedfecffcece,BA
fcdffAfcdeceecfccdcecddfcAcceeffedecdedfeffdfccccf,AA
ddecfAcedfecdcdcccdfefAdedfddcdffefedeffcdceffffed,AA
ecffdeBdefedfecfdefecBdefccddfefedefefdeddfdeedffe,BB
fecedeeddcBcddeeccffeddfAcdccfefccedcdedeefecdcdcf,BA
dfffddeddAcdffecdcdccedAdcceedeefddcdcfddcdccddede,AA
edcdffdBecdfdcccceedAefeddfefdffffeefcefcdfcedfdde,BA
efeddfeceBddeeecceeecefAcfddfdeffcdfdfcfdccececfec,BA
deededeeBffecfcddcceddcfBdcfececddddfedecfffdeffde,BB
cfeeefcBcccccdccffcefAdefddcecdcccfcddffcdfcdefcfd,BA
ccdfcdfBfededdeffcccfdcAececdfefeddffeefdfeeeddeee,BA
ccfdefdBdcefeeddedccdeedBcefddcdecffccffecececcfff,BB
fddffdBcfdcfedeefcdfdfeAcfcffdfdffdefdeddeddceccfc,BA
eefeefdAdfeedfdccdfdAfefceeffecfdcfeeefecddfedfeee,AA
cddcedfBddddfcceccddcdfccBdfecffceefddeedfffcfffdd,BB
fcfcfBfcdcfefdcedcdceeddBfffeceefdffdecfedfdeeecdf,BB
dfdecdfBddfddfecdeeecffBecffceedecfdccddfceeeccfcf,BB
dceeffefdBffddcedfdeBdfefeffeffcdddeecefefdecfcdff,BB
eceececBedfffeccefdecedAedfdfdeefeedefdeecccdcdcfd,BA
cddcedecBcceccefecdfBecccddcedccfeceeddffedeedeefc,BB
ccddfdceAcdeecccccffdeeedAddccceddcceedecfffccdcde,AA
effefeeAfecfffdddffeccdBfdfdfedcfefddfefdfecddcfde,AB
eeeccecdddBdfcccdfdefdfdcAcccdecedffcccdedefeffcdd,BA
deefceeefAffecdddcddfcAdccfdedfdecdeefedefdcfcffee,AA
decceBccefeefedfefffdAdcfcfefcfdddccfdefcdceffccec,BA
cdeccBcdeecfddeffffdcdBefddfeedecfdccddedeceddcced,BB
cfecdfdAfcfecdfdccfdddedcAdeededcfceefffccecefdecf,AA
dcffddceBffecdfecdcccBcdfecfedcefddfccfffcfcdfecff,BB
fccddcBfcedccecccddefefAffdccffcceececdfedffedcccd,BA
dffdffdBffeeececedcdBccfdfefcdedfcecedcfddfeddcedd,BB
fffeeccfdcBcceeccfefeceBfffddddddfefffffcfcffcffff,BB
ffdfdfeccAefcffdfccfcccfBdcedcccedcccfdddcffedeffe,AB
fcdeecccdAedfcfeddfceBfdecfddeefeceffdfdeedecfeffc,AB
ffcffAdcfdfdccceeeddcceeAccfdeecedcdfddccccddfccef,AA
fcccdcBedfffdcefdfeeefcddAdfeefdcffdfddeefddcfecfc,BA
ddcefefeeBdfecdccddecfdeAfffefddcecdcceeeeeeeecfcc,BA
cffeecffdBcfddfccfceceBdeeecdeeecddddcdccededfddec,BB
fcdfeBdeeefcceeddefccBdecddefffedcddefcdecdcfeeffc,BB
ccceceffeAdceededeedBcfcfdeddecfdfeedddecffceccedc,AB
dffdcdeedBecefddefdeeeffdAfefedeedefccfdfcdedceece,BA
efecfBeecddceeeeefffefdeBdfccefffcdfdffcdcffdfcdcd,BB
ecfcdcfceAfffcfdeedfeBcfdcdedccfcfedfcccffffefcddd,AB
fdcefeAdcefddcdcecfecdAdcfffedddffececffdedddfffef,AA
dfffedcfdfBefefffddcfdfddBeccfdfdcececfeecfcdcfdec,BB
fedeeBcceddeccdeeedfecedBccfddeccffededcffdfcdffec,BB
ffcdefffffAefcddfeefcfeBcededfefcededcdcfdfeefdcde,AB
effceAdcfcfdeddfcdfeffBdedecddccffdefdfffdfddfcecc,AB
dfcfcAcfdfdfefededdeccBeccfdecffccdcdfcdcecfffceef,AB
dcfdfeeBccfffedcfedecefdBecfdecfdedcfcceccfdeccdfd,BB
edddceBddeccfddffcdfefeedBddeefffdeecedddecffcfdce,BB
fddcdfdAfddcdeefeecfdAecefffecefddfdcefdfecceeedde,AA
